set_id,price,brand,Betriebssystem,Speicherkapazitaet,Arbeitsspeicher,CPU-Taktfrequenz,Bilddiagonale,Aufloesung,Festplatte,Akkukapazitaet,Aufloesung Hauptkamera,SSD-Speicherkapazitaet,Grafik-Controller-Serie
12276133,260.0,Samsung,Android,16,2,1.2,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
8235187,172.28732,Medion,Android,64,2,1.3,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
10531463,2910.0,EXTRA Computer,Windows 7 Professional,128,unknown,unknown,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
10563058,780.05,Asus,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
4824044,1268.3234,Acer,Windows 10 Home,256,8,2.5,33 cm (13"),2560x1440,256,unknown,unknown,256,Intel HD Graphics 500
13719740,456.46228,Apple,Apple iOS,32,2,unknown,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
8105923,1241.6675,Getac,Android,16,1,1,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
3652653,312.46112,HP,Windows 10 Home,unknown,4,1.6,28 cm (11"),1366x768,500,unknown,unknown,unknown,Intel HD Graphics 400
2977115,115.179985,Asus,Android,16,1,1.1,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
5567127,543.8028,Apple,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
6364292,481.86023,Apple,unknown,16,unknown,unknown,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
308768,439.28998,Apple,Apple iOS,32,unknown,unknown,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
13431566,33.95895,Thomson,Android,4,0.5,1,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
2517388,299.98895,Huawei Technologies,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1751096,4107.029,Phoenix Contact,Windows 7 Ultimate 64-Bit,unknown,unknown,1.6,33 cm (13"),unknown,unknown,unknown,unknown,unknown,unknown
11363269,532.64667,Apple,Apple iOS,64,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
13319603,165.78499,Samsung,Android,8,1.5,1.3,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
5189239,865.9009,Getac,Android,16,1,1,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
13927831,387.58865,Apple,unknown,32,unknown,unknown,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
1726916,203.21999,Colorovo,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
3533274,553.0688,Lenovo,Windows 10 Professional 64-Bit,64,4,2.4,25 cm (10"),1920x1200,64,unknown,unknown,64,Intel HD Graphics 400
12871027,1319.9401,Getac,Android,unknown,4,unknown,20 cm (8"),1280x800,unknown,unknown,unknown,unknown,unknown
2109623,892.9078,Microsoft,unknown,128,8,unknown,30 cm (12"),unknown,unknown,unknown,unknown,unknown,unknown
5902770,729.0,HP,Windows 8 Pro 32-Bit,64,2,1.8,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
15427113,819.24054,Unbekannt,unknown,128,unknown,unknown,30 cm (12"),unknown,unknown,unknown,unknown,unknown,unknown
2827474,239.77383,Apple,unknown,16,unknown,1.3,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
15487698,377.20813,Samsung,Android,16,1.5,1.2,20 cm (8"),unknown,unknown,4000-4999 mAh,3,unknown,unknown
55580,1723.3165,Winmate,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
16291915,1187.1007,Dell,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
507900,223.72346,Huawei Technologies,Android,16,2,2,20 cm (8"),unknown,unknown,unknown,unknown,unknown,unknown
14173337,823.4228,Apple,unknown,256,unknown,unknown,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
11930905,8996.782,Apple,unknown,128,2,unknown,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
15530167,2203.4067,Acer,Android,32,2,1.5,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
4002422,395.50778,Samsung,Android,32,3,1.3,20 cm (8"),unknown,unknown,unknown,unknown,unknown,unknown
6185507,129.7807,Asus,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2109606,2231.0369,Microsoft,unknown,unknown,8,unknown,30 cm (12"),unknown,1000,unknown,unknown,unknown,unknown
12954782,185.15994,Huawei Technologies,Android,8,1,1.2,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
3175802,590.17,Apple,Apple iOS,64,1,1.3,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
941950,1312.1334,HP,Windows 10 Professional,256,8,2.4,33 cm (13"),1920x1080,256,unknown,unknown,256,Intel HD Graphics 500
14572106,356.62775,Apple,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
12973047,395.37723,Apple,unknown,64,unknown,unknown,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
12073432,405.98102,Apple,unknown,32,unknown,unknown,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
2340917,188.07011,Asus,Android,64,2,1.3,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
11479001,163.46834,Medion,Android,16,2,1.7,20 cm (8"),unknown,unknown,unknown,unknown,unknown,unknown
9760320,241.10957,Samsung,Android,16,2,1.6,25 cm (10"),8,unknown,unknown,unknown,unknown,unknown
15161198,174.02399,unknown,unknown,32,2,unknown,28 cm (11"),unknown,unknown,unknown,unknown,unknown,unknown
12724440,3482.4385,Lenovo,Android,unknown,2,unknown,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
14848300,1622.7633,Senor,unknown,32,unknown,2,768,unknown,unknown,unknown,unknown,unknown,unknown
8659260,501.27,Sony,Android,16,2,1.5,25 cm (10"),unknown,unknown,unknown,8,unknown,unknown
12131817,8622.539,Acer,Windows 10 Home,256,8,2.8,unknown,unknown,256,unknown,unknown,256,Intel HD Graphics 500
12218294,1077.748,HP,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
12987679,3226.832,Apple,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
5383595,97.02,Archos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
7032605,98.496864,Archos,Android,16,1,1.3,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
13714014,1073.1028,Dell,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
8472622,630.368,Unbekannt,unknown,128,unknown,unknown,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
1467591,502.23862,Apple,unknown,128,unknown,unknown,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
5774796,154.42522,Lenovo,Android,16,1,1.1,20 cm (8"),unknown,unknown,unknown,unknown,unknown,unknown
10518452,44.063335,Alcatel,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
4622614,544.0156,Apple,unknown,32,unknown,unknown,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
12858038,104.88,Lenco,Android,8,0.5,1.3,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
2430964,95136.0,Asus,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
10946658,92.02334,Lenco,Android,8,0.5,1.3,13 cm (5"),unknown,unknown,unknown,unknown,unknown,unknown
3881635,1371.8108,Umax,unknown,32,unknown,unknown,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
10731966,157.00166,Asus,Android,16,1,1.2,20 cm (8"),unknown,unknown,unknown,unknown,unknown,unknown
591241,139.63889,Wortmann,Android,16,1,unknown,25 cm (10"),1280x800,16,unknown,unknown,unknown,unknown
7280770,280.69824,Apple,unknown,16,unknown,1.3,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
15092077,163.62987,Bluechip Computer,Windows 10 Home,32,2,1.4,25 cm (10"),1280x800,32,unknown,unknown,32,unknown
145212,3696.1094,Apple,unknown,128,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
5601577,66.85,A-rival,Android,4,0.5,1.5,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
13155684,1075.5669,Apple,Apple iOS,256,2,2.4,unknown,unknown,unknown,unknown,unknown,unknown,unknown
3571592,536.30774,Lenovo,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
9301005,246.82242,Huawei Technologies,Android,16,2,1.5,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
11022825,4289.23,Apple,unknown,32,2,unknown,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
11769520,164.05333,Samsung,Android,unknown,1.5,1.5,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
9612440,228.23,Samsung,Android,16,1.5,1.2,23 cm (9"),1280x720,unknown,unknown,unknown,unknown,unknown
1778168,135.48,Huawei Technologies,Android,8,1,1.2,20 cm (8"),unknown,unknown,unknown,unknown,unknown,unknown
9097645,359.10205,Asus,Windows 10 Professional,128,4,1.4,25 cm (10"),1280x800,128,unknown,unknown,128,Intel HD Graphics 400
4103194,1312.9229,Getac,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
13497354,224.75385,Asus,Windows 10 Home,64,2,1.4,25 cm (10"),1280x800,64,unknown,unknown,unknown,unknown
2760650,487.9278,Lenovo,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
16522357,131.37267,Point of View,Android,8,1,1.8,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
4048664,492.02777,Samsung,Android,32,3,1.8,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
10922685,384.01004,Lenovo,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
6322433,3226.832,Apple,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
14194238,1498.496,Lenovo,unknown,64,2,1.9,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
5323078,237.02501,Lenovo,Windows 8.1,128,2,1.5,20 cm (8"),1920x1200,128,unknown,unknown,unknown,unknown
16619824,698.50586,Apple,unknown,128,unknown,unknown,30 cm (12"),unknown,unknown,unknown,unknown,unknown,unknown
8001307,1425.9858,Getac,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
15557200,2817.9795,Lenovo,Windows 10 Home,64,2,1.9,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
1017177,481.37054,Acer,Windows 10 Professional,60,4,0.8,28 cm (11"),1920x1080,60,unknown,unknown,60,Intel HD Graphics 5000
6695269,416.38,Samsung,Android,32,3,1.8,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
13630769,375.73703,Acer,Windows 10 Home 64-Bit,500,2,1.4,25 cm (10"),1280x800,500,unknown,unknown,32,unknown
10783148,274.87833,Asus,Chrome OS,16,2,unknown,25 cm (10"),1280x800,16,unknown,unknown,unknown,unknown
11824876,336.58,Apple,Apple iOS,16,0.5,1,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
10436002,1959.7013,Lenovo,unknown,64,2,1.9,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
5340402,727.05554,Apple,Windows XP Home,32,2,unknown,20 cm (8"),unknown,unknown,unknown,unknown,unknown,unknown
1299505,1538.2911,Lenovo,Windows 8.1,256,8,1.2,33 cm (13"),3200x1800,256,unknown,unknown,256,Intel HD Graphics 5000
3541702,7234.3477,Archos,Android,32,2,1.3,20 cm (8"),unknown,unknown,unknown,unknown,unknown,unknown
2109645,1003.4278,Microsoft,unknown,128,8,unknown,30 cm (12"),2736x1824,unknown,unknown,unknown,unknown,unknown
7954419,120.904655,TechniSat,Android,unknown,1,1.6,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
3661521,1832.2697,Getac,Windows 10 Professional,64,4,1.6,20 cm (8"),1280x800,64,unknown,unknown,64,unknown
7243791,870.30054,Microsoft,Windows 10 Professional,128,4,0.9,30 cm (12"),unknown,unknown,unknown,unknown,unknown,unknown
3288530,346.19888,KPN,unknown,32,unknown,unknown,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
3542164,819.5984,Asus,Windows 10 Professional,512,8,2.7,33 cm (13"),1920x1080,512,unknown,unknown,512,Intel HD Graphics 600
4513489,167.87228,Lenovo,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
9890404,115.179985,Asus,Android,16,1,1.1,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
8114002,477.7427,Apple,Apple iOS,128,unknown,unknown,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
6416890,330.545,Samsung,Android,8,1.5,1.4,unknown,unknown,unknown,unknown,unknown,unknown,unknown
14284212,464.30112,Unbekannt,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2299342,357.20084,Samsung,Android,16,1.5,1.2,20 cm (8"),unknown,unknown,unknown,unknown,unknown,unknown
225092,386.465,Acer,Windows 10 Professional,32,4,1.6,28 cm (11"),1366x768,32,unknown,unknown,32,unknown
6730112,793.00494,Dell,Windows 8.1 Pro 64-Bit,64,2,1.3,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2758316,2568.3625,Apple,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
14972219,555.4789,Apple,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
16103922,1807.6853,Apple,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
9439009,1563.2067,Getac,Android,unknown,4,unknown,20 cm (8"),unknown,unknown,unknown,unknown,unknown,unknown
6687622,380.22763,Samsung,Android,16,3,1.8,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
4487544,251.35002,Samsung,Android,16,1,1.6,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
15943516,128.25435,Asus,Android,16,1,1.3,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
12898920,657.7667,HP,Windows 8 Pro 32-Bit,32,2,1.8,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
4500166,2134.1184,Getac,Android,16,1,1,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
1347793,336.4,Samsung,Android,16,1,1,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
7516938,1818.718,Getac,Windows 10 Professional 64-Bit,128,4,2.3,28 cm (11"),1366x768,128,unknown,unknown,128,Intel HD Graphics 500
4012628,2192.3928,Wortmann,Windows 7 Professional,128,4,1.9,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
16607804,416.33292,HP,Windows 8.1,32,2,1.3,25 cm (10"),1280x800,32,unknown,unknown,32,unknown
10358873,1550.6816,Microsoft,Windows 10 Professional 64-Bit,256,16,2.2,30 cm (12"),unknown,unknown,unknown,unknown,unknown,unknown
16165379,116.48547,Samsung,Android,8,1.5,1.3,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
2432790,2495.2683,Lenovo,Android,unknown,unknown,1,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
7893840,536.02997,Asus,Chrome OS,64,8,2.2,30 cm (12"),1920x1080,64,unknown,unknown,unknown,Intel HD Graphics 500
16684883,566.478,Apple,unknown,32,unknown,unknown,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
3174554,734.9807,Alcatel,Android,4,unknown,1.3,20 cm (8"),unknown,unknown,unknown,unknown,unknown,unknown
13615107,531.1092,Apple,Apple iOS,64,unknown,unknown,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
16177352,263.44943,Lenovo,Android,32,2,1.3,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
11637672,342.54666,HP,Android,16,1,1.6,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
2501896,488.47552,Asus,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
5091310,819.0285,Apple,unknown,128,unknown,unknown,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
12058617,540.68,Samsung,Android,16,3,2.3,25 cm (10"),unknown,unknown,8000-8999 mAh,8,unknown,unknown
16226068,122.073326,Asus,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
8167367,281.43933,Acer,Android,32,1,1.3,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
15905259,2219.9004,Apple,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
9804404,213.16667,Samsung,Android,16,unknown,1.6,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
14563244,76.79237,Archos,Android,8,1,1.3,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
14732553,253.67287,Lenovo,Windows 10 Professional,32,2,1.4,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
16509321,23408.014,Dell,Windows 10 Professional,128,4,1.1,unknown,1920x1080,128,unknown,unknown,128,Intel HD Graphics 500
2418439,111.123,O2,Android,8,1,1.2,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
14225051,166.5525,Asus,Android,16,2,1.2,20 cm (8"),unknown,unknown,unknown,unknown,unknown,unknown
10998678,801.7734,Acer,Android,16,1,1.3,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
5172457,397.18152,Apple,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
3842948,2456.4565,Microsoft,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
15589655,185.62831,Acer,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
16366353,86.727615,Archos,Android,16,1,1.3,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
6076344,1202.895,HP,Windows 10 Home 64-Bit,256,8,2.5,33 cm (13"),1920x1080,256,unknown,unknown,256,Intel HD Graphics 500
12806833,195.84839,Lenovo,Android,16,2,1.3,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
10905294,497.26913,Apple,Windows XP Professional,128,2,unknown,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
14172835,609.16046,Samsung,Android,16,2,1.6,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
16226052,154.94597,Wortmann,Android,16,1,1.3,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
123099,920.90283,Lenovo,Windows 10 Home,512,8,2.3,33 cm (13"),3200x1800,512,unknown,unknown,512,Intel HD Graphics 500
9369420,1781.4619,Apple,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1012347,297.53,Samsung,Android,16,unknown,1.5,20 cm (8"),unknown,unknown,unknown,unknown,unknown,unknown
7769930,110.994675,Estar,Android,32,1,1.3,20 cm (8"),unknown,unknown,unknown,unknown,unknown,unknown
6451231,367.35742,Apple,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
6799897,527.8024,Apple,unknown,128,unknown,unknown,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
16240339,1016.6537,Fujitsu,Windows 10 Professional,256,8,2.4,30 cm (12"),unknown,unknown,unknown,unknown,unknown,unknown
8020453,343.10556,Lenovo,Android,32,2,1.3,33 cm (13"),unknown,unknown,unknown,unknown,unknown,unknown
3664613,144.06592,Lenovo,Android,16,2,1.3,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
3790318,8012.2456,Archos,Android,16,1,1.3,25 cm (10"),1024x600,16,unknown,unknown,unknown,unknown
8104654,93.46001,Archos,Android,8,1,1,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
9893501,567.5449,Apple,unknown,128,unknown,unknown,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
15309003,321.03445,Samsung,Android,32,3,1.8,20 cm (8"),unknown,unknown,unknown,unknown,unknown,unknown
56871,100.27267,Archos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
5728067,901.70667,Dell,unknown,unknown,8,1.1,25 cm (10"),unknown,256,unknown,unknown,256,Intel HD Graphics 500
11780718,117.77635,Point of View,unknown,16,1,unknown,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
15962789,344.7864,Apple,Apple iOS,16,unknown,unknown,20 cm (8"),unknown,unknown,unknown,unknown,unknown,unknown
4235826,572.74335,Samsung,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
6156183,7599.0244,Acer,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
3661593,307.18893,Asus,Windows 10 Professional,64,4,1.4,25 cm (10"),1280x800,64,unknown,unknown,64,Intel HD Graphics 400
12907555,700.23,Sony,Windows 8 64-Bit,500,4,1.7,38 cm (15"),1920x1080,500,unknown,unknown,unknown,unknown
10812151,199.17,Samsung,Android,16,1.5,1.2,18 cm (7"),1280x720,unknown,6000-6999 mAh,5,unknown,unknown
7068607,222.185,Acer,Windows 8.1,532,2,1.8,25 cm (10"),1280x800,532,unknown,unknown,unknown,unknown
11920762,144.04253,Asus,Android,16,2,1.3,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
4449285,625.0676,Apple,unknown,256,unknown,unknown,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
14602431,6762.427,Dell,Windows 10 Professional,256,unknown,unknown,33 cm (13"),unknown,256,unknown,unknown,256,Intel HD Graphics 600
5016936,327.41,Samsung,Android,32,3,1.8,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
3748794,643.4299,Xoro,Android,16,1,1.6,69 cm (27"),unknown,unknown,unknown,unknown,unknown,unknown
3405887,3731.3508,Apple,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
13469269,366.76746,Apple,Apple iOS,16,unknown,unknown,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
8063520,199.45331,Asus,Android,32,2,1.8,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
10947157,147.68266,Asus,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
11932678,1144.2877,Getac,Android,unknown,4,unknown,20 cm (8"),1280x800,unknown,unknown,unknown,unknown,unknown
2547118,1141.9255,Getac,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
10443282,1341.8488,Microsoft,unknown,256,8,unknown,30 cm (12"),unknown,unknown,unknown,unknown,unknown,unknown
1014151,235.4336,Asus,Windows 10 Home 64-Bit,64,2,1.4,25 cm (10"),1280x800,64,unknown,unknown,64,Intel HD Graphics 400
12491300,157.12073,Samsung,Android,16,2,1.6,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
8037239,63.855885,Archos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
12413801,212.52731,Samsung,Android,16,2,1.2,23 cm (9"),1280x720,unknown,unknown,unknown,unknown,unknown
14473296,200.00075,Acer,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
11876998,796.79,Microsoft,Windows 8.1 Pro 64-Bit,128,4,1.6,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
6330825,243.24974,Lenovo,Android,32,2,1.3,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
7035644,1748.8029,Apple,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
15777246,215.07497,Lenovo,Windows 10 Home,64,4,1.4,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
10443270,1342.1733,Microsoft,unknown,256,8,unknown,30 cm (12"),unknown,unknown,unknown,unknown,unknown,unknown
368394,257.68503,Lenovo,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
15433005,630.49335,Apple,unknown,64,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
3498405,463.93723,Asus,Windows 8.1 Pro 32-Bit,32,2,1.3,25 cm (10"),1366x768,32,unknown,unknown,32,unknown
10800113,189.30159,Acer,Android,32,2,1.5,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
9478574,3302.9011,Apple,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
12649451,253.6454,Acer,Android,32,1,1.3,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
16666286,714.7651,Samsung,Android,8,1.5,1.3,23 cm (9"),unknown,unknown,unknown,unknown,unknown,unknown
7056579,91.046074,TrekStor,Android,16,1,1.2,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
6305852,928.38007,Dell,Windows 8.1,256,8,1.2,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
10551890,949.0,EXTRA Computer,unknown,64,unknown,unknown,20 cm (8"),unknown,unknown,unknown,unknown,unknown,unknown
10443261,1147.0001,Microsoft,unknown,256,8,unknown,30 cm (12"),unknown,unknown,unknown,unknown,unknown,unknown
9079858,8122.808,Lenovo,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
11327621,1326.5193,Apple,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
12183951,416.74414,Apple,unknown,32,unknown,1.3,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
607272,263.34152,Asus,Windows 10 Professional,32,2,1.4,25 cm (10"),1280x800,32,unknown,unknown,unknown,unknown
2802977,110.61333,Gigaset Communications,Android,8,unknown,1.2,20 cm (8"),unknown,unknown,unknown,unknown,unknown,unknown
10443258,1147.4001,Microsoft,unknown,256,8,unknown,30 cm (12"),unknown,unknown,unknown,unknown,unknown,unknown
7665314,784.25,Asus,Windows 10 Home,256,8,2.2,33 cm (13"),3200x1800,256,unknown,unknown,256,Intel HD Graphics 500
4376638,60.882633,ACME,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
3107784,1403.9773,Fujitsu,Windows 10 Professional,256,4,1.1,28 cm (11"),unknown,unknown,unknown,unknown,unknown,unknown
13106607,5572.8184,Samsung,Android,32,3,1.8,20 cm (8"),unknown,unknown,unknown,unknown,unknown,unknown
450473,127.80988,Acer,Android,16,1,1.3,20 cm (8"),unknown,unknown,unknown,unknown,unknown,unknown
6210285,84.254906,Kurio,Android,8,1,1.2,18 cm (7"),unknown,unknown,unknown,unknown,unknown,unknown
16704996,197.0477,Lenovo,Windows 10 Home,64,2,1.4,25 cm (10"),unknown,unknown,unknown,unknown,unknown,unknown
2064274,866.07416,HP,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
11744179,938.555,Microsoft,Windows 10 Professional,128,4,2.4,30 cm (12"),unknown,unknown,unknown,unknown,unknown,unknown
5301709,1689.2213,Microsoft,Windows 10 Professional 64-Bit,256,16,2.2,30 cm (12"),unknown,unknown,unknown,unknown,unknown,unknown
11507550,2121.1501,Apple,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1714121,2330.4033,Getac,Windows 7 Professional 64-Bit,128,4,2.2,20 cm (8"),1280x800,128,unknown,unknown,128,unknown
